'roomId','checkIn','checkOut','adults','children','infants'
8280,'2019-1-8','2019-1-20',3,3,0'
8281,'2019-2-11','2019-2-22',1,2,0'
8282,'2019-3-4','2019-3-21',1,0,1'
8283,'2019-4-1','2019-4-24',2,2,0'
8284,'2019-5-5','2019-5-18',2,3,1'
8285,'2019-6-12','2019-6-26',3,0,1'
8286,'2019-7-1','2019-7-20',2,2,2'
8287,'2019-8-5','2019-8-23',1,1,1'
8288,'2019-9-7','2019-9-25',3,2,0'
8289,'2019-10-1','2019-10-28',2,4,2'
8290,'2019-11-1','2019-11-21',2,2,0'
8291,'2019-12-6','2019-12-19',4,2,0'
8292,'2019-1-10','2019-1-16',1,4,2'
8293,'2019-2-13','2019-2-19',4,3,0'
8294,'2019-3-9','2019-3-25',1,3,0'
8295,'2019-4-14','2019-4-21',3,2,0'
8296,'2019-5-7','2019-5-28',4,4,0'
8297,'2019-6-4','2019-6-28',1,3,2'
8298,'2019-7-14','2019-7-19',1,3,1'
8299,'2019-8-5','2019-8-16',4,0,0'
8300,'2019-9-7','2019-9-26',3,3,1'
8301,'2019-10-8','2019-10-26',2,1,0'
8302,'2019-11-1','2019-11-22',4,1,0'
8303,'2019-12-12','2019-12-18',1,1,0'
8304,'2019-1-4','2019-1-15',4,4,0'
8305,'2019-2-4','2019-2-15',3,3,1'
8306,'2019-3-12','2019-3-25',1,1,0'
8307,'2019-4-9','2019-4-16',3,3,2'
8308,'2019-5-14','2019-5-24',4,3,0'
8309,'2019-6-1','2019-6-17',2,4,0'
8310,'2019-7-4','2019-7-16',1,0,0'
8311,'2019-8-3','2019-8-25',3,0,2'
8312,'2019-9-11','2019-9-19',4,3,2'
8313,'2019-10-13','2019-10-18',4,4,2'
8314,'2019-11-7','2019-11-16',2,0,2'
8315,'2019-12-4','2019-12-15',1,4,2'
8316,'2019-1-14','2019-1-25',4,0,2'
8317,'2019-2-12','2019-2-15',1,3,1'
8318,'2019-3-4','2019-3-17',1,4,2'
8319,'2019-4-6','2019-4-23',2,0,0'
8320,'2019-5-2','2019-5-22',3,2,0'
8321,'2019-6-10','2019-6-15',4,0,1'
8322,'2019-7-9','2019-7-25',1,4,2'
8323,'2019-8-7','2019-8-21',4,1,2'
8324,'2019-9-3','2019-9-15',3,1,1'
8325,'2019-10-1','2019-10-23',4,4,0'
8326,'2019-11-13','2019-11-21',4,4,1'
8327,'2019-12-10','2019-12-22',1,2,0'
8328,'2019-1-10','2019-1-21',4,4,0'
8329,'2019-2-1','2019-2-28',1,4,1'
8330,'2019-3-10','2019-3-21',2,4,1'
8331,'2019-4-4','2019-4-20',1,2,0'
8332,'2019-5-6','2019-5-28',3,0,1'
8333,'2019-6-4','2019-6-28',3,1,0'
8334,'2019-7-7','2019-7-23',4,1,2'
8335,'2019-8-11','2019-8-17',4,4,0'
8336,'2019-9-4','2019-9-18',2,1,0'
8337,'2019-10-13','2019-10-25',1,3,2'
8338,'2019-11-4','2019-11-20',2,2,2'
8339,'2019-12-10','2019-12-20',2,2,1'
8340,'2019-1-6','2019-1-17',4,2,1'
8341,'2019-2-13','2019-2-17',4,3,0'
8342,'2019-3-6','2019-3-20',4,3,2'
8343,'2019-4-3','2019-4-18',1,3,1'
8344,'2019-5-13','2019-5-25',1,3,0'
8345,'2019-6-4','2019-6-16',3,2,1'
8346,'2019-7-10','2019-7-23',3,1,1'
8347,'2019-8-14','2019-8-28',2,2,1'
8348,'2019-9-2','2019-9-23',2,1,1'
8349,'2019-10-12','2019-10-16',2,1,0'
8350,'2019-11-14','2019-11-17',2,0,2'
8351,'2019-12-6','2019-12-16',4,1,1'
8352,'2019-1-14','2019-1-20',3,1,0'
8353,'2019-2-10','2019-2-23',4,3,2'
8354,'2019-3-10','2019-3-19',3,2,2'
8355,'2019-4-8','2019-4-23',1,1,2'
8356,'2019-5-11','2019-5-18',1,1,2'
8357,'2019-6-4','2019-6-20',1,0,0'
8358,'2019-7-5','2019-7-22',1,3,1'
8359,'2019-8-9','2019-8-27',4,4,2'
8360,'2019-9-8','2019-9-24',4,2,2'
8361,'2019-10-12','2019-10-25',4,2,0'
8362,'2019-11-10','2019-11-17',3,3,2'
8363,'2019-12-14','2019-12-23',2,0,2'
8364,'2019-1-4','2019-1-26',4,2,1'
8365,'2019-2-14','2019-2-20',1,3,1'
8366,'2019-3-9','2019-3-19',1,1,0'
8367,'2019-4-12','2019-4-17',3,3,1'
8368,'2019-5-10','2019-5-16',4,2,1'
8369,'2019-6-9','2019-6-16',3,2,0'
8370,'2019-7-7','2019-7-15',2,0,1'
8371,'2019-8-12','2019-8-23',3,0,1'
8372,'2019-9-10','2019-9-15',3,3,2'
8373,'2019-10-8','2019-10-21',3,4,2'
8374,'2019-11-3','2019-11-17',3,2,1'
8375,'2019-12-3','2019-12-24',1,0,2'
8376,'2019-1-6','2019-1-24',2,1,0'
8377,'2019-2-7','2019-2-24',4,3,0'
8378,'2019-3-8','2019-3-22',3,4,0'
8379,'2019-4-4','2019-4-25',2,4,1'
8380,'2019-5-11','2019-5-21',4,1,0'
8381,'2019-6-8','2019-6-16',3,1,0'
8382,'2019-7-13','2019-7-25',1,1,2'
8383,'2019-8-4','2019-8-27',1,1,0'
8384,'2019-9-5','2019-9-26',2,3,0'
8385,'2019-10-1','2019-10-17',4,0,1'
8386,'2019-11-5','2019-11-18',1,4,0'
8387,'2019-12-10','2019-12-25',2,1,0'
8388,'2019-1-7','2019-1-16',2,0,2'
8389,'2019-2-14','2019-2-19',2,1,1'
8390,'2019-3-3','2019-3-16',3,1,1'
8391,'2019-4-12','2019-4-15',2,1,1'
8392,'2019-5-8','2019-5-15',2,0,2'
8393,'2019-6-5','2019-6-23',1,4,2'
8394,'2019-7-9','2019-7-17',3,4,2'
8395,'2019-8-13','2019-8-16',1,3,0'
8396,'2019-9-7','2019-9-28',2,3,1'
8397,'2019-10-14','2019-10-22',3,3,0'
8398,'2019-11-8','2019-11-17',2,3,2'
8399,'2019-12-13','2019-12-22',1,0,0'
8400,'2019-1-4','2019-1-15',2,1,0'
8401,'2019-2-7','2019-2-19',4,2,2'
8402,'2019-3-11','2019-3-28',4,3,0'
8403,'2019-4-10','2019-4-20',4,2,0'
8404,'2019-5-5','2019-5-23',4,4,2'
8405,'2019-6-10','2019-6-22',1,2,1'
8406,'2019-7-10','2019-7-28',3,4,1'
8407,'2019-8-13','2019-8-17',1,4,0'
8408,'2019-9-10','2019-9-19',2,1,1'
8409,'2019-10-14','2019-10-16',2,3,0'
8410,'2019-11-9','2019-11-19',2,0,2'
8411,'2019-12-2','2019-12-17',3,3,0'
8412,'2019-1-13','2019-1-25',1,0,2'
8413,'2019-2-7','2019-2-19',4,0,0'
8414,'2019-3-10','2019-3-21',1,3,1'
8415,'2019-4-3','2019-4-26',4,3,2'
8416,'2019-5-10','2019-5-15',4,1,1'
8417,'2019-6-2','2019-6-28',3,0,1'
8418,'2019-7-7','2019-7-20',2,2,0'
8419,'2019-8-3','2019-8-24',1,3,2'
8420,'2019-9-8','2019-9-20',1,1,0'
8421,'2019-10-10','2019-10-24',2,1,0'
8422,'2019-11-2','2019-11-19',3,3,0'
8423,'2019-12-13','2019-12-17',3,0,0'
8424,'2019-1-11','2019-1-20',2,0,2'
8425,'2019-2-7','2019-2-23',4,1,0'
8426,'2019-3-1','2019-3-19',2,4,1'
8427,'2019-4-14','2019-4-18',3,1,0'
8428,'2019-5-5','2019-5-26',4,1,2'
8429,'2019-6-9','2019-6-27',4,3,0'
8430,'2019-7-6','2019-7-21',4,4,1'
8431,'2019-8-2','2019-8-19',2,3,0'
8432,'2019-9-4','2019-9-15',1,1,1'
8433,'2019-10-10','2019-10-16',1,1,2'
8434,'2019-11-11','2019-11-23',2,0,2'
8435,'2019-12-1','2019-12-22',4,2,2'
8436,'2019-1-12','2019-1-17',4,1,2'
8437,'2019-2-1','2019-2-25',1,2,0'
8438,'2019-3-1','2019-3-16',4,3,0'
8439,'2019-4-11','2019-4-27',4,2,1'
8440,'2019-5-10','2019-5-24',2,4,2'
8441,'2019-6-12','2019-6-15',4,3,1'
8442,'2019-7-9','2019-7-23',1,0,1'
8443,'2019-8-6','2019-8-20',4,3,0'
8444,'2019-9-1','2019-9-19',4,4,1'
8445,'2019-10-1','2019-10-15',2,1,0'
8446,'2019-11-3','2019-11-15',1,2,2'
8447,'2019-12-8','2019-12-28',4,1,1'
8448,'2019-1-4','2019-1-15',3,3,1'
8449,'2019-2-10','2019-2-23',4,1,1'
8450,'2019-3-7','2019-3-18',1,4,2'
8451,'2019-4-10','2019-4-20',4,3,0'
8452,'2019-5-1','2019-5-23',2,0,2'
8453,'2019-6-13','2019-6-23',3,0,1'
8454,'2019-7-2','2019-7-21',3,0,2'
8455,'2019-8-4','2019-8-27',4,1,1'
8456,'2019-9-5','2019-9-24',1,4,1'
8457,'2019-10-9','2019-10-23',4,2,1'
8458,'2019-11-6','2019-11-17',4,4,1'
8459,'2019-12-10','2019-12-19',2,1,1'
8460,'2019-1-4','2019-1-20',1,3,2'
8461,'2019-2-14','2019-2-18',4,0,1'
8462,'2019-3-5','2019-3-19',1,3,2'
8463,'2019-4-14','2019-4-27',4,4,1'
8464,'2019-5-13','2019-5-16',1,4,0'
8465,'2019-6-14','2019-6-23',4,3,1'
8466,'2019-7-11','2019-7-27',3,2,0'
8467,'2019-8-12','2019-8-23',2,1,2'
8468,'2019-9-9','2019-9-28',1,1,2'
8469,'2019-10-2','2019-10-25',2,4,2'
8470,'2019-11-4','2019-11-28',2,1,0'
8471,'2019-12-5','2019-12-25',2,0,1'
8472,'2019-1-6','2019-1-22',1,4,1'
8473,'2019-2-4','2019-2-24',1,3,2'
8474,'2019-3-11','2019-3-24',2,1,1'
8475,'2019-4-7','2019-4-19',3,4,0'
8476,'2019-5-12','2019-5-17',1,2,0'
8477,'2019-6-1','2019-6-18',1,3,0'
8478,'2019-7-4','2019-7-23',3,0,2'
8479,'2019-8-5','2019-8-24',4,3,1'
8480,'2019-9-12','2019-9-18',2,2,0'
8481,'2019-10-5','2019-10-26',4,0,0'
8482,'2019-11-9','2019-11-19',3,4,1'
8483,'2019-12-9','2019-12-19',1,1,2'
8484,'2019-1-11','2019-1-21',4,0,2'
8485,'2019-2-11','2019-2-21',3,3,2'
8486,'2019-3-4','2019-3-25',1,2,0'
8487,'2019-4-8','2019-4-24',1,1,1'
8488,'2019-5-4','2019-5-21',1,2,1'
8489,'2019-6-12','2019-6-28',4,4,2'
8490,'2019-7-5','2019-7-19',1,3,2'
8491,'2019-8-6','2019-8-15',2,0,1'
8492,'2019-9-12','2019-9-15',1,1,2'
8493,'2019-10-2','2019-10-26',2,3,2'
8494,'2019-11-8','2019-11-21',2,3,0'
8495,'2019-12-6','2019-12-17',3,1,0'
8496,'2019-1-8','2019-1-15',2,1,2'
8497,'2019-2-7','2019-2-17',3,2,1'
8498,'2019-3-9','2019-3-27',3,4,2'
8499,'2019-4-14','2019-4-24',2,0,0'
8500,'2019-5-8','2019-5-28',3,2,2'
8501,'2019-6-7','2019-6-20',2,1,1'
8502,'2019-7-1','2019-7-17',3,2,2'
8503,'2019-8-8','2019-8-17',3,0,0'
8504,'2019-9-9','2019-9-15',2,4,0'
8505,'2019-10-8','2019-10-26',2,2,0'
8506,'2019-11-14','2019-11-21',4,0,1'
8507,'2019-12-3','2019-12-21',1,1,0'
8508,'2019-1-12','2019-1-25',2,3,2'
8509,'2019-2-11','2019-2-22',2,1,1'
8510,'2019-3-14','2019-3-18',3,4,2'
8511,'2019-4-5','2019-4-23',2,2,1'
8512,'2019-5-10','2019-5-19',3,0,1'
8513,'2019-6-8','2019-6-24',2,1,2'
8514,'2019-7-11','2019-7-28',3,3,1'
8515,'2019-8-7','2019-8-20',1,2,0'
8516,'2019-9-1','2019-9-16',2,2,0'
8517,'2019-10-14','2019-10-19',4,2,1'
8518,'2019-11-6','2019-11-16',1,1,1'
8519,'2019-12-1','2019-12-27',2,0,0'
8520,'2019-1-11','2019-1-26',3,0,0'
8521,'2019-2-4','2019-2-26',4,3,2'
8522,'2019-3-6','2019-3-21',1,1,2'
8523,'2019-4-8','2019-4-18',1,1,1'
8524,'2019-5-4','2019-5-23',2,4,2'
8525,'2019-6-12','2019-6-18',4,1,1'
8526,'2019-7-10','2019-7-21',3,2,0'
8527,'2019-8-11','2019-8-25',1,4,1'
8528,'2019-9-9','2019-9-28',2,0,2'
8529,'2019-10-9','2019-10-16',2,3,2'
8530,'2019-11-14','2019-11-27',2,1,0'
8531,'2019-12-2','2019-12-20',4,0,0'
8532,'2019-1-11','2019-1-22',2,4,1'
8533,'2019-2-11','2019-2-28',3,4,1'
8534,'2019-3-9','2019-3-20',1,4,0'
8535,'2019-4-9','2019-4-18',2,4,2'
8536,'2019-5-7','2019-5-16',3,4,1'
8537,'2019-6-11','2019-6-23',1,0,2'
8538,'2019-7-7','2019-7-24',2,3,0'
8539,'2019-8-6','2019-8-27',2,1,2'
8540,'2019-9-7','2019-9-27',4,4,1'
8541,'2019-10-13','2019-10-27',2,3,1'
8542,'2019-11-8','2019-11-15',1,3,2'
8543,'2019-12-8','2019-12-26',1,3,1'
8544,'2019-1-7','2019-1-20',3,0,0'
8545,'2019-2-10','2019-2-18',4,0,2'
8546,'2019-3-9','2019-3-25',1,3,2'
8547,'2019-4-5','2019-4-21',3,4,2'
8548,'2019-5-4','2019-5-19',1,2,1'
8549,'2019-6-6','2019-6-19',4,0,1'
8550,'2019-7-2','2019-7-18',4,2,0'
8551,'2019-8-8','2019-8-22',4,0,1'
8552,'2019-9-13','2019-9-15',2,3,1'
8553,'2019-10-2','2019-10-24',2,3,1'
8554,'2019-11-11','2019-11-19',3,4,2'
8555,'2019-12-2','2019-12-16',4,1,1'
8556,'2019-1-13','2019-1-17',3,2,1'
8557,'2019-2-13','2019-2-22',3,2,1'
8558,'2019-3-1','2019-3-22',2,1,2'
8559,'2019-4-9','2019-4-20',4,3,0'
8560,'2019-5-10','2019-5-22',4,1,0'
8561,'2019-6-4','2019-6-24',4,2,1'
8562,'2019-7-12','2019-7-23',1,0,2'
8563,'2019-8-8','2019-8-22',3,4,2'
8564,'2019-9-14','2019-9-26',3,3,2'
8565,'2019-10-14','2019-10-27',2,0,2'
8566,'2019-11-13','2019-11-21',4,4,2'
8567,'2019-12-14','2019-12-17',2,1,2'
8568,'2019-1-1','2019-1-19',4,1,0'
8569,'2019-2-5','2019-2-20',3,3,0'
8570,'2019-3-13','2019-3-20',2,0,1'
8571,'2019-4-14','2019-4-16',3,4,1'
8572,'2019-5-12','2019-5-18',3,3,2'
8573,'2019-6-12','2019-6-28',4,4,2'
8574,'2019-7-5','2019-7-24',4,4,1'
8575,'2019-8-11','2019-8-16',2,2,0'
8576,'2019-9-7','2019-9-22',1,4,2'
8577,'2019-10-8','2019-10-20',2,0,2'
8578,'2019-11-10','2019-11-26',1,2,2'
8579,'2019-12-13','2019-12-17',4,2,2'
8580,'2019-1-9','2019-1-22',1,4,2'
8581,'2019-2-9','2019-2-16',2,0,0'
8582,'2019-3-14','2019-3-23',4,1,1'
8583,'2019-4-5','2019-4-20',1,2,1'
8584,'2019-5-9','2019-5-24',4,4,0'
8585,'2019-6-3','2019-6-18',1,4,1'
8586,'2019-7-5','2019-7-16',3,0,2'
8587,'2019-8-4','2019-8-23',4,3,0'
8588,'2019-9-3','2019-9-28',3,4,0'
8589,'2019-10-6','2019-10-24',3,4,1'
8590,'2019-11-2','2019-11-17',3,4,1'
8591,'2019-12-5','2019-12-22',2,1,1'
8592,'2019-1-2','2019-1-24',2,0,0'
8593,'2019-2-10','2019-2-22',2,3,2'
8594,'2019-3-1','2019-3-20',4,2,1'
8595,'2019-4-7','2019-4-28',1,2,2'
8596,'2019-5-5','2019-5-20',3,1,0'
8597,'2019-6-6','2019-6-18',3,2,2'
8598,'2019-7-11','2019-7-16',1,4,0'
8599,'2019-8-4','2019-8-27',3,4,2'
8600,'2019-9-12','2019-9-25',2,3,0'
8601,'2019-10-10','2019-10-25',2,0,0'
8602,'2019-11-14','2019-11-26',4,1,2'
8603,'2019-12-2','2019-12-21',4,1,1'
8604,'2019-1-7','2019-1-21',2,0,0'
8605,'2019-2-6','2019-2-20',1,3,1'
8606,'2019-3-6','2019-3-28',1,1,0'
8607,'2019-4-14','2019-4-16',3,3,0'
8608,'2019-5-4','2019-5-20',4,1,1'
8609,'2019-6-3','2019-6-28',1,2,0'
8610,'2019-7-12','2019-7-27',4,2,1'
8611,'2019-8-1','2019-8-15',4,3,2'
8612,'2019-9-6','2019-9-21',3,4,2'
8613,'2019-10-5','2019-10-19',3,1,2'
8614,'2019-11-10','2019-11-19',2,2,2'
8615,'2019-12-1','2019-12-22',4,0,1'
8616,'2019-1-2','2019-1-25',4,4,1'
8617,'2019-2-3','2019-2-23',3,2,1'
8618,'2019-3-7','2019-3-22',4,4,1'
8619,'2019-4-6','2019-4-28',3,3,2'
8620,'2019-5-6','2019-5-28',3,2,1'
8621,'2019-6-2','2019-6-20',3,2,1'
8622,'2019-7-10','2019-7-21',2,1,0'
8623,'2019-8-4','2019-8-27',2,1,2'
8624,'2019-9-5','2019-9-19',1,2,1'
8625,'2019-10-11','2019-10-20',3,1,0'
8626,'2019-11-5','2019-11-25',3,3,2'
8627,'2019-12-12','2019-12-25',1,3,2'
8628,'2019-1-11','2019-1-16',4,2,1'
8629,'2019-2-11','2019-2-27',2,4,2'
8630,'2019-3-3','2019-3-25',3,2,0'
8631,'2019-4-10','2019-4-21',4,3,0'
8632,'2019-5-10','2019-5-24',1,4,1'
8633,'2019-6-2','2019-6-28',1,3,0'
8634,'2019-7-12','2019-7-18',4,3,1'
8635,'2019-8-8','2019-8-28',3,0,0'
8636,'2019-9-13','2019-9-25',4,4,1'
8637,'2019-10-6','2019-10-21',2,3,0'
8638,'2019-11-9','2019-11-27',2,0,1'
8639,'2019-12-5','2019-12-22',2,4,0'
8640,'2019-1-11','2019-1-25',1,1,2'
8641,'2019-2-7','2019-2-24',3,4,0'
8642,'2019-3-4','2019-3-25',1,3,1'
8643,'2019-4-1','2019-4-20',2,1,2'
8644,'2019-5-3','2019-5-20',1,0,2'
8645,'2019-6-13','2019-6-28',2,1,1'
8646,'2019-7-8','2019-7-24',1,2,2'
8647,'2019-8-12','2019-8-26',4,1,2'
8648,'2019-9-6','2019-9-23',3,2,1'
8649,'2019-10-1','2019-10-25',2,1,0'
8650,'2019-11-6','2019-11-16',1,3,0'
8651,'2019-12-8','2019-12-15',4,3,1'
8652,'2019-1-6','2019-1-17',1,0,2'
8653,'2019-2-3','2019-2-25',1,2,0'
8654,'2019-3-14','2019-3-22',2,3,1'
8655,'2019-4-2','2019-4-15',3,0,2'
8656,'2019-5-7','2019-5-16',3,1,1'
8657,'2019-6-7','2019-6-18',4,0,0'
8658,'2019-7-12','2019-7-15',4,0,0'
8659,'2019-8-1','2019-8-21',1,0,0'
8660,'2019-9-3','2019-9-17',4,2,2'
8661,'2019-10-2','2019-10-19',2,1,2'
8662,'2019-11-10','2019-11-19',4,2,1'
8663,'2019-12-6','2019-12-23',3,4,0'
8664,'2019-1-6','2019-1-23',2,2,1'
8665,'2019-2-11','2019-2-28',2,4,1'
8666,'2019-3-1','2019-3-15',4,4,0'
8667,'2019-4-8','2019-4-24',4,1,0'
8668,'2019-5-3','2019-5-21',2,2,0'
8669,'2019-6-10','2019-6-24',1,0,0'
8670,'2019-7-2','2019-7-24',1,2,0'
8671,'2019-8-12','2019-8-19',1,4,0'
8672,'2019-9-10','2019-9-27',1,3,2'
8673,'2019-10-3','2019-10-24',1,2,2'
8674,'2019-11-1','2019-11-23',3,0,1'
8675,'2019-12-5','2019-12-25',1,4,2'
8676,'2019-1-10','2019-1-27',1,2,0'
8677,'2019-2-1','2019-2-21',1,2,2'
8678,'2019-3-4','2019-3-18',4,0,2'
8679,'2019-4-7','2019-4-15',1,0,2'
8680,'2019-5-12','2019-5-28',3,4,1'
8681,'2019-6-14','2019-6-20',2,0,1'
8682,'2019-7-7','2019-7-23',3,1,2'
8683,'2019-8-12','2019-8-16',4,4,0'
8684,'2019-9-1','2019-9-27',3,1,1'
8685,'2019-10-12','2019-10-15',2,1,2'
8686,'2019-11-2','2019-11-25',3,0,2'
8687,'2019-12-4','2019-12-24',1,0,1'
8688,'2019-1-4','2019-1-26',4,2,0'
8689,'2019-2-14','2019-2-19',4,0,2'
8690,'2019-3-7','2019-3-18',3,1,2'
8691,'2019-4-1','2019-4-18',1,2,2'
8692,'2019-5-14','2019-5-25',3,4,2'
8693,'2019-6-5','2019-6-22',4,2,0'
8694,'2019-7-12','2019-7-16',2,4,0'
8695,'2019-8-1','2019-8-15',2,2,1'
8696,'2019-9-1','2019-9-25',4,0,2'
8697,'2019-10-6','2019-10-18',4,1,1'
8698,'2019-11-13','2019-11-28',4,2,1'
8699,'2019-12-9','2019-12-25',2,1,0'
8700,'2019-1-5','2019-1-18',2,0,0'
8701,'2019-2-2','2019-2-27',2,2,2'
8702,'2019-3-5','2019-3-24',4,0,2'
8703,'2019-4-12','2019-4-20',1,3,2'
8704,'2019-5-2','2019-5-23',1,0,2'
8705,'2019-6-14','2019-6-21',4,1,0'
8706,'2019-7-3','2019-7-28',1,2,2'
8707,'2019-8-4','2019-8-25',2,4,2'
8708,'2019-9-4','2019-9-21',1,3,0'
8709,'2019-10-14','2019-10-23',1,0,0'
8710,'2019-11-8','2019-11-28',3,3,2'
8711,'2019-12-12','2019-12-26',4,2,0'
8712,'2019-1-1','2019-1-22',4,2,2'
8713,'2019-2-1','2019-2-16',3,2,1'
8714,'2019-3-1','2019-3-24',1,0,1'
8715,'2019-4-4','2019-4-24',3,2,0'
8716,'2019-5-6','2019-5-17',2,2,0'
8717,'2019-6-4','2019-6-19',1,4,0'
8718,'2019-7-14','2019-7-26',2,0,0'
8719,'2019-8-4','2019-8-23',3,4,2'
8720,'2019-9-1','2019-9-21',3,3,1'
8721,'2019-10-2','2019-10-21',2,2,0'
8722,'2019-11-9','2019-11-17',2,2,1'
8723,'2019-12-11','2019-12-15',2,2,1'
8724,'2019-1-11','2019-1-18',1,0,2'
8725,'2019-2-10','2019-2-16',3,2,1'
8726,'2019-3-7','2019-3-20',3,2,2'
8727,'2019-4-7','2019-4-20',4,4,1'
8728,'2019-5-10','2019-5-24',4,0,2'
8729,'2019-6-13','2019-6-19',3,1,2'
8730,'2019-7-10','2019-7-18',4,1,1'
8731,'2019-8-4','2019-8-18',3,0,1'
8732,'2019-9-4','2019-9-28',2,3,0'
8733,'2019-10-12','2019-10-24',2,0,1'
8734,'2019-11-8','2019-11-25',1,0,0'
8735,'2019-12-10','2019-12-15',1,0,0'
8736,'2019-1-3','2019-1-28',3,1,0'
8737,'2019-2-1','2019-2-23',4,3,1'
8738,'2019-3-5','2019-3-16',2,0,1'
8739,'2019-4-11','2019-4-22',4,1,0'
8740,'2019-5-6','2019-5-18',4,0,0'
8741,'2019-6-2','2019-6-17',2,3,0'
8742,'2019-7-11','2019-7-23',2,1,2'
8743,'2019-8-13','2019-8-17',3,1,2'
8744,'2019-9-1','2019-9-22',4,1,2'
8745,'2019-10-7','2019-10-23',2,2,0'
8746,'2019-11-5','2019-11-24',4,0,0'
8747,'2019-12-10','2019-12-22',1,3,0'
8748,'2019-1-8','2019-1-27',2,4,0'
8749,'2019-2-13','2019-2-25',4,0,2'
8750,'2019-3-6','2019-3-21',4,3,2'
8751,'2019-4-5','2019-4-19',4,0,2'
8752,'2019-5-1','2019-5-20',2,2,0'
8753,'2019-6-5','2019-6-23',1,3,1'
8754,'2019-7-13','2019-7-20',1,4,0'
8755,'2019-8-12','2019-8-23',4,0,0'
8756,'2019-9-10','2019-9-16',2,2,1'
8757,'2019-10-3','2019-10-18',3,0,1'
8758,'2019-11-2','2019-11-20',4,2,2'
8759,'2019-12-10','2019-12-25',1,0,0'
8760,'2019-1-3','2019-1-21',3,1,2'
8761,'2019-2-7','2019-2-26',1,0,1'
8762,'2019-3-5','2019-3-23',4,3,1'
8763,'2019-4-3','2019-4-20',4,4,0'
8764,'2019-5-1','2019-5-26',4,2,2'
8765,'2019-6-13','2019-6-17',3,3,2'
8766,'2019-7-5','2019-7-23',3,3,1'
8767,'2019-8-5','2019-8-17',1,0,0'
8768,'2019-9-8','2019-9-19',3,3,1'
8769,'2019-10-3','2019-10-27',3,3,1'
8770,'2019-11-3','2019-11-28',2,2,2'
8771,'2019-12-6','2019-12-15',3,2,1'
8772,'2019-1-14','2019-1-24',4,4,1'
8773,'2019-2-1','2019-2-17',3,2,0'
8774,'2019-3-11','2019-3-21',2,3,1'
8775,'2019-4-12','2019-4-23',2,4,1'
8776,'2019-5-7','2019-5-18',4,4,0'
8777,'2019-6-1','2019-6-20',3,0,2'
8778,'2019-7-8','2019-7-23',3,2,1'
8779,'2019-8-9','2019-8-25',2,4,1'
8780,'2019-9-4','2019-9-15',1,4,1'
8781,'2019-10-7','2019-10-15',1,0,2'
8782,'2019-11-13','2019-11-22',2,0,2'
8783,'2019-12-7','2019-12-23',4,1,0'
8784,'2019-1-8','2019-1-27',2,4,2'
8785,'2019-2-3','2019-2-25',3,1,2'
8786,'2019-3-13','2019-3-18',1,4,2'
8787,'2019-4-11','2019-4-24',4,3,0'
8788,'2019-5-1','2019-5-18',2,1,1'
8789,'2019-6-7','2019-6-21',2,2,2'
8790,'2019-7-3','2019-7-24',3,4,0'
8791,'2019-8-1','2019-8-22',2,3,1'
8792,'2019-9-7','2019-9-18',2,4,2'
8793,'2019-10-6','2019-10-18',4,4,0'
8794,'2019-11-5','2019-11-27',1,0,1'
8795,'2019-12-9','2019-12-15',2,1,1'
8796,'2019-1-11','2019-1-18',1,2,1'
8797,'2019-2-4','2019-2-15',4,3,1'
8798,'2019-3-7','2019-3-17',4,1,0'
8799,'2019-4-5','2019-4-24',1,2,1'
8800,'2019-5-8','2019-5-16',2,3,0'
8801,'2019-6-9','2019-6-20',2,1,0'
8802,'2019-7-14','2019-7-19',1,0,0'
8803,'2019-8-8','2019-8-27',3,0,0'
8804,'2019-9-6','2019-9-21',1,1,0'
8805,'2019-10-4','2019-10-25',2,1,1'
8806,'2019-11-7','2019-11-20',1,3,0'
8807,'2019-12-4','2019-12-25',3,3,0'
8808,'2019-1-2','2019-1-26',2,1,1'
8809,'2019-2-7','2019-2-18',1,0,0'
8810,'2019-3-5','2019-3-16',3,2,1'
8811,'2019-4-10','2019-4-25',4,0,0'
8812,'2019-5-10','2019-5-19',4,2,2'
8813,'2019-6-5','2019-6-24',3,2,1'
8814,'2019-7-9','2019-7-21',1,2,2'
8815,'2019-8-12','2019-8-22',3,1,1'
8816,'2019-9-1','2019-9-26',1,1,1'
8817,'2019-10-1','2019-10-27',2,0,2'
8818,'2019-11-13','2019-11-22',3,1,0'
8819,'2019-12-13','2019-12-16',1,2,2'
8820,'2019-1-9','2019-1-24',1,4,2'
8821,'2019-2-8','2019-2-27',3,3,0'
8822,'2019-3-10','2019-3-25',2,1,1'
8823,'2019-4-1','2019-4-21',4,3,0'
8824,'2019-5-12','2019-5-20',3,4,1'
8825,'2019-6-5','2019-6-28',2,3,1'
8826,'2019-7-6','2019-7-16',4,3,1'
8827,'2019-8-3','2019-8-16',4,4,1'
8828,'2019-9-12','2019-9-21',2,0,1'
8829,'2019-10-2','2019-10-23',1,4,0'
8830,'2019-11-10','2019-11-21',2,0,2'
8831,'2019-12-13','2019-12-24',4,4,0'
8832,'2019-1-3','2019-1-19',1,2,1'
8833,'2019-2-9','2019-2-23',4,4,0'
8834,'2019-3-6','2019-3-21',1,0,2'
8835,'2019-4-4','2019-4-23',1,3,0'
8836,'2019-5-9','2019-5-15',1,4,0'
8837,'2019-6-5','2019-6-21',4,0,2'
8838,'2019-7-7','2019-7-26',3,3,1'
